kode_wilayah,kode_provinsi,kode_kabupaten,nama_kabupaten,sd_sederajat,smp_sederajat,sma_sederajat,smk_sederajat,total_siswa,jumlah_sppg,flag_tanpa_sppg,rasio_siswa_per_sppg,kebutuhan_sppg,gap_sppg,kategori_layanan
91100,91,9110,SIAK,60689,28458,18364,7152,128875,56.0,0,2301.339285714286,42.958333333333336,-13.041666666666664,"Layanan Sesuai (High Demand, High Supply)"
130600,13,1306,KETAPANG,65427,26080,13121,7334,126242,54.0,0,2337.814814814815,42.080666666666666,-11.919333333333334,"Layanan Sesuai (High Demand, High Supply)"
80600,80,8060,PESISIR SELATAN,57626,27314,19919,5111,125626,37.0,0,3395.2972972972975,41.87533333333333,4.87533333333333,"Prioritas Utama (High Demand, Low Supply)"
71500,71,7150,MANDAILING NATAL,64320,27002,16558,5874,125331,32.0,0,3916.59375,41.777,9.777000000000001,"Prioritas Utama (High Demand, Low Supply)"
50800,50,5080,MADIUN,49839,26045,10745,13246,123277,56.0,0,2201.375,41.092333333333336,-14.907666666666664,"Layanan Sesuai (High Demand, High Supply)"
230400,23,2304,SUMBAWA,53078,24206,13190,7439,122469,22.0,0,5566.772727272727,40.823,18.823,"Prioritas Utama (High Demand, Low Supply)"
61200,61,6120,BIREUEN,52548,28085,22891,4685,121633,58.0,0,2097.1206896551726,40.544333333333334,-17.455666666666666,"Layanan Sesuai (High Demand, High Supply)"
26700,26,2670,KOTA CIMAHI,51495,25564,13575,16275,121387,64.0,0,1896.671875,40.46233333333333,-23.537666666666667,"Layanan Sesuai (High Demand, High Supply)"
40300,40,4030,GUNUNGKIDUL,44097,23204,7840,19445,119346,72.0,0,1657.5833333333333,39.782,-32.218,Layanan Cukup
236000,23,2360,KOTA MATARAM,51731,26053,17660,9941,118415,63.0,0,1879.6031746031747,39.471666666666664,-23.528333333333336,Layanan Cukup
90400,90,9040,INDRAGIRI HULU,59147,27626,14540,7956,118254,27.0,0,4379.777777777777,39.418,12.418,Layanan Cukup
330300,33,3303,POLEWALI MANDAR,51532,23603,13173,7357,118089,57.0,0,2071.7368421052633,39.363,-17.637,Layanan Cukup
286000,28,2860,KOTA CILEGON,52782,23851,11431,11861,116227,49.0,0,2371.9795918367345,38.742333333333335,-10.257666666666665,Layanan Cukup
150100,15,1501,BANJAR,57181,22322,13105,5619,115697,31.0,0,3732.1612903225805,38.565666666666665,7.565666666666665,Layanan Cukup
81300,81,8130,PASAMAN BARAT,55034,26573,15156,6083,114793,10.0,0,11479.3,38.26433333333333,28.264333333333333,Layanan Cukup
140400,14,1404,KOTAWARINGIN TIMUR,58044,23540,11781,7487,114472,7.0,0,16353.142857142857,38.157333333333334,31.157333333333334,Layanan Cukup
56300,56,5630,KOTA KEDIRI,30331,31555,25884,14483,113969,54.0,0,2110.537037037037,37.989666666666665,-16.010333333333335,Layanan Cukup
161000,16,1610,KUTAI TIMUR,57928,22058,9161,7780,113588,18.0,0,6310.444444444444,37.86266666666667,19.86266666666667,Layanan Cukup
46000,46,4600,KOTA YOGYAKARTA,38226,23758,20915,16834,113269,46.0,0,2462.3695652173915,37.75633333333333,-8.24366666666667,Layanan Cukup
80100,80,8010,AGAM,50890,28161,16047,5964,111511,34.0,0,3279.735294117647,37.17033333333333,3.170333333333332,Layanan Cukup
131300,13,1313,KUBU RAYA,56338,23068,13828,6108,110943,71.0,0,1562.5774647887324,36.981,-34.019,Layanan Cukup
241900,24,2419,SUMBA BARAT DAYA,52541,23537,14121,9712,110850,8.0,0,13856.25,36.95,28.950000000000003,Layanan Cukup
90800,90,9080,PELALAWAN,59147,23043,12107,6806,110850,32.0,0,3464.0625,36.95,4.950000000000003,Layanan Cukup
60400,60,6040,ACEH TIMUR,57852,22528,11044,4323,110217,54.0,0,2041.0555555555557,36.739,-17.261000000000003,Layanan Cukup
180800,18,1808,PARIGI MOUTONG,50268,21150,14202,3369,109636,19.0,0,5770.315789473684,36.54533333333333,17.545333333333332,Layanan Cukup
120800,12,1208,WAY KANAN,52368,23604,13048,6766,109426,53.0,0,2064.6415094339623,36.47533333333333,-16.52466666666667,Layanan Cukup
111000,11,1110,OGAN ILIR,47960,23874,15458,6831,109356,50.0,0,2187.12,36.452,-13.548000000000002,Layanan Cukup
120900,12,1209,PESAWARAN,52073,24431,12100,5431,107674,59.0,0,1824.9830508474577,35.891333333333336,-23.108666666666664,Layanan Cukup
121000,12,1210,PRINGSEWU,45057,25274,13200,12294,107477,62.0,0,1733.5,35.82566666666666,-26.174333333333337,Layanan Cukup
220500,22,2205,GIANYAR,44308,22330,7898,17016,103719,27.0,0,3841.4444444444443,34.573,7.573,Layanan Cukup
266000,26,2660,KOTA BENGKULU,43534,21447,16673,7826,102117,42.0,0,2431.3571428571427,34.039,-7.9609999999999985,Layanan Cukup
130400,13,1304,SINTANG,52678,23459,11838,6692,101739,9.0,0,11304.333333333334,33.913,24.912999999999997,Layanan Cukup
60100,60,6010,ACEH BESAR,46130,23274,16785,3037,101238,54.0,0,1874.7777777777778,33.746,-20.253999999999998,Layanan Cukup
246000,24,2460,KOTA KUPANG,43383,22609,16283,9168,101014,42.0,0,2405.095238095238,33.67133333333334,-8.328666666666663,Layanan Cukup
51200,51,5120,PACITAN,39662,22839,7905,11832,100523,45.0,0,2233.8444444444444,33.507666666666665,-11.492333333333335,Layanan Cukup
186000,18,1860,KOTA PALU,42190,21259,16040,9309,100104,35.0,0,2860.114285714286,33.368,-1.631999999999998,Layanan Cukup
130300,13,1303,SANGGAU,51604,22610,11371,6125,99942,28.0,0,3569.3571428571427,33.314,5.314,Layanan Cukup
206000,20,2060,KOTA KENDARI,45298,20366,15866,7374,99867,39.0,0,2560.6923076923076,33.289,-5.7109999999999985,Layanan Cukup
190100,19,1901,MAROS,48714,21960,14622,3128,99702,41.0,0,2431.756097560976,33.234,-7.765999999999998,Layanan Cukup
210100,21,2101,MALUKU TENGAH,45985,22241,18081,1763,98139,25.0,0,3925.56,32.713,7.713000000000001,Layanan Cukup
241100,24,2411,MANGGARAI,41617,21611,14089,9454,97635,29.0,0,3366.7241379310344,32.545,3.5450000000000017,Layanan Cukup
120500,12,1205,TULANG BAWANG,48180,20991,8747,6654,97495,46.0,0,2119.4565217391305,32.498333333333335,-13.501666666666665,Layanan Cukup
110500,11,1105,LAHAT,45726,21266,13642,6306,97168,13.0,0,7474.461538461538,32.38933333333333,19.389333333333333,Layanan Cukup
60200,60,6020,PIDIE,46529,21214,14643,3893,96817,52.0,0,1861.8653846153845,32.272333333333336,-19.727666666666664,Layanan Cukup
100700,10,1007,MUARO JAMBI,46827,20582,12807,4768,95692,18.0,0,5316.222222222223,31.897333333333332,13.897333333333332,Layanan Cukup
26300,26,2630,KOTA CIREBON,38783,21587,15883,9312,95386,47.0,0,2029.4893617021276,31.795333333333332,-15.204666666666668,Layanan Cukup
191100,19,1911,BULUKUMBA,43971,19284,13587,3713,94858,45.0,0,2107.9555555555557,31.619333333333334,-13.380666666666666,Layanan Cukup
70700,70,7070,LABUHANBATU,47477,15716,12085,9378,93702,38.0,0,2465.842105263158,31.234,-6.765999999999998,Layanan Cukup
176000,17,1760,KOTA MANADO,41715,20489,15513,8161,93677,44.0,0,2129.0227272727275,31.225666666666665,-12.774333333333335,Layanan Cukup
190500,19,1905,JENEPONTO,44599,19852,12763,4355,93582,53.0,0,1765.698113207547,31.194,-21.806,Layanan Cukup
26200,26,2620,KOTA SUKABUMI,39281,20322,12994,10210,92441,50.0,0,1848.82,30.813666666666666,-19.186333333333334,Layanan Cukup
80500,80,8050,PADANG PARIAMAN,45691,20242,14242,2702,92087,20.0,0,4604.35,30.695666666666668,10.695666666666668,Layanan Cukup
240100,24,2401,KUPANG,43185,18807,14735,3026,91752,25.0,0,3670.08,30.584,5.584,Layanan Cukup
70300,70,7030,KARO,44423,20972,13859,5135,91058,34.0,0,2678.176470588235,30.352666666666668,-3.647333333333332,Layanan Cukup
110600,11,1106,MUSI RAWAS,44405,20709,13824,2730,90699,50.0,0,1813.98,30.233,-19.767,Layanan Cukup
100900,10,1009,MERANGIN,45430,16818,10634,4325,90360,22.0,0,4107.272727272727,30.12,8.120000000000001,Layanan Cukup
130900,13,1309,LANDAK,44962,21094,13337,2940,90043,34.0,0,2648.323529411765,30.014333333333333,-3.985666666666667,Layanan Cukup
110300,11,1103,OGAN KOMERING ULU,41466,20194,14250,5718,89794,27.0,0,3325.703703703704,29.931333333333335,2.9313333333333347,Layanan Cukup
100600,10,1006,TEBO,43143,20848,10996,4532,89639,14.0,0,6402.785714285715,29.879666666666665,15.879666666666665,Layanan Cukup
80400,80,8040,SOLOK,45587,19895,10459,2973,89607,34.0,0,2635.5,29.869,-4.131,Layanan Cukup
70900,70,7090,TAPANULI TENGAH,42112,20819,13589,5497,89545,29.0,0,3087.7586206896553,29.848333333333333,0.8483333333333327,Layanan Cukup
151100,15,1511,TANAH BUMBU,41599,17962,7634,7684,88723,26.0,0,3412.423076923077,29.574333333333332,3.574333333333332,Layanan Cukup
40400,40,4040,KULON PROGO,33380,18167,7330,11274,87846,53.0,0,1657.4716981132076,29.282,-23.718,Layanan Cukup
180400,18,1804,BANGGAI,38592,18675,12847,4710,87499,28.0,0,3124.964285714286,29.166333333333334,1.166333333333334,Layanan Cukup
91400,91,9140,KUANTAN SINGINGI,40328,18731,11706,4624,87013,30.0,0,2900.4333333333334,29.004333333333335,-0.9956666666666649,Layanan Cukup
70800,70,7080,TAPANULI UTARA,39316,20329,13907,6241,86958,32.0,0,2717.4375,28.986,-3.0139999999999993,Layanan Cukup
191400,19,1914,PINRANG,42828,18717,9276,5636,86361,44.0,0,1962.75,28.787,-15.213000000000001,Layanan Cukup
220800,22,2208,KARANGASEM,40619,21905,9456,7426,86231,24.0,0,3592.9583333333335,28.743666666666666,4.743666666666666,Layanan Cukup
100200,10,1002,BUNGO,42040,17184,10387,5181,86193,11.0,0,7835.727272727273,28.731,17.731,Layanan Cukup
22500,22,2250,PANGANDARAN,36855,18736,7934,8889,85946,55.0,0,1562.6545454545455,28.648666666666667,-26.351333333333333,Layanan Cukup
72200,72,7220,BATU BARA,45419,15950,7927,7748,85940,36.0,0,2387.222222222222,28.64666666666667,-7.353333333333332,Layanan Cukup
300200,30,3002,GORONTALO,39909,17559,11469,3200,85847,35.0,0,2452.7714285714287,28.615666666666666,-6.384333333333334,Layanan Cukup
140100,14,1401,KAPUAS,41632,16919,9837,3174,85818,11.0,0,7801.636363636364,28.606,17.606,Layanan Cukup
66100,66,6610,KOTA BANDA ACEH,35823,17069,15978,5505,84902,38.0,0,2234.2631578947367,28.300666666666668,-9.699333333333332,Layanan Cukup
190800,19,1908,WAJO,39330,18104,11572,2534,84687,38.0,0,2228.6052631578946,28.229,-9.771,Layanan Cukup
191700,19,1917,LUWU,40257,19049,12116,5068,84469,19.0,0,4445.736842105263,28.156333333333333,9.156333333333333,Layanan Cukup
230500,23,2305,DOMPU,35364,16021,11450,4452,83540,18.0,0,4641.111111111111,27.846666666666668,9.846666666666668,Layanan Cukup
216000,21,2160,KOTA AMBON,35444,18373,15514,6096,82565,32.0,0,2580.15625,27.52166666666667,-4.478333333333332,Layanan Cukup
240800,24,2408,SIKKA,35871,17809,10249,6875,80674,17.0,0,4745.529411764706,26.891333333333332,9.891333333333332,Layanan Cukup
70500,70,7050,DAIRI,37563,19752,12408,6661,80624,35.0,0,2303.542857142857,26.874666666666666,-8.125333333333334,Layanan Cukup
76100,76,7610,KOTA BINJAI,33449,19045,12265,7801,80569,39.0,0,2065.871794871795,26.856333333333332,-12.143666666666668,Layanan Cukup
71700,71,7170,NIAS SELATAN,35430,16350,10857,6692,80502,26.0,0,3096.230769230769,26.834,0.8339999999999996,Layanan Cukup
96200,96,9620,KOTA DUMAI,40334,17045,7954,8250,80280,32.0,0,2508.75,26.76,-5.239999999999998,Layanan Cukup
76300,76,7630,KOTA PEMATANGSIANTAR,27589,18405,17207,10638,80050,39.0,0,2052.5641025641025,26.683333333333334,-12.316666666666666,Layanan Cukup
150200,15,1502,TANAH LAUT,38498,15080,8901,3995,79637,19.0,0,4191.421052631579,26.545666666666666,7.545666666666666,Layanan Cukup
100300,10,1003,SAROLANGUN,36380,15410,8293,4572,78765,14.0,0,5626.071428571428,26.255,12.254999999999999,Layanan Cukup
110900,11,1109,OGAN KOMERING ULU SELATAN,39262,17081,10873,2652,78748,23.0,0,3423.8260869565215,26.249333333333333,3.2493333333333325,Layanan Cukup
72400,72,7240,PADANG LAWAS,37797,17565,11375,3864,78718,13.0,0,6055.2307692307695,26.239333333333335,13.239333333333335,Layanan Cukup
290100,29,2901,BANGKA,36372,17578,9867,5196,76819,18.0,0,4267.722222222223,25.606333333333332,7.606333333333332,Layanan Cukup
220300,22,2203,TABANAN,36036,16694,6941,6975,76773,36.0,0,2132.5833333333335,25.591,-10.408999999999999,Layanan Cukup
100400,10,1004,TANJUNG JABUNG BARAT,37284,15574,10638,3010,76656,14.0,0,5475.428571428572,25.552,11.552,Layanan Cukup
190400,19,1904,TAKALAR,35078,15776,11570,3947,76275,42.0,0,1816.0714285714287,25.425,-16.575,Layanan Cukup
80700,80,8070,TANAH DATAR,34143,17733,12143,3663,75907,28.0,0,2710.964285714286,25.302333333333333,-2.6976666666666667,Layanan Cukup
200500,20,2005,KONAWE SELATAN,36996,16463,11400,2172,75836,28.0,0,2708.4285714285716,25.278666666666666,-2.721333333333334,Layanan Cukup
71000,71,7100,TAPANULI SELATAN,36919,17356,9552,4518,75831,14.0,0,5416.5,25.277,11.277000000000001,Layanan Cukup
190200,19,1902,PANGKAJENE DAN KEPULAUAN,36891,14942,8307,4747,75636,31.0,0,2439.8709677419356,25.212,-5.788,Layanan Cukup
146000,14,1460,KOTA PALANGKA RAYA,33363,15736,11996,5384,75486,28.0,0,2695.9285714285716,25.162,-2.838000000000001,Layanan Cukup
160300,16,1603,BERAU,37117,15586,8629,3862,75006,16.0,0,4687.875,25.002,9.001999999999999,Layanan Cukup
72300,72,7230,PADANG LAWAS UTARA,35974,16277,11295,1622,74982,2.0,0,37491.0,24.994,22.994,Layanan Cukup
80200,80,8020,PASAMAN,34362,15622,9604,4457,74897,24.0,0,3120.7083333333335,24.965666666666667,0.9656666666666673,Layanan Cukup
242000,24,2420,MANGGARAI TIMUR,37156,16831,9735,3605,74386,6.0,0,12397.666666666666,24.795333333333332,18.795333333333332,Layanan Cukup
191500,19,1915,SIDENRENG RAPPANG,33457,16637,9010,3152,74333,28.0,0,2654.75,24.777666666666665,-3.222333333333335,Layanan Cukup
241200,24,2412,SUMBA TIMUR,33898,16056,13248,2919,74087,4.0,0,18521.75,24.695666666666668,20.695666666666668,Layanan Cukup
150900,15,1509,KOTABARU,36109,15018,8957,2861,73782,5.0,0,14756.4,24.594,19.594,Layanan Cukup
140500,14,1405,KOTAWARINGIN BARAT,34571,15703,7499,5106,73624,12.0,0,6135.333333333333,24.541333333333334,12.541333333333334,Layanan Cukup
380300,38,3803,YAHUKIMO,57194,11631,2004,524,73505,2.0,0,36752.5,24.501666666666665,22.501666666666665,Layanan Cukup
36400,36,3640,KOTA PEKALONGAN,30502,15271,6737,7996,73322,39.0,0,1880.051282051282,24.440666666666665,-14.559333333333335,Layanan Cukup
160100,16,1601,PASER,35802,15490,9020,4654,72940,4.0,0,18235.0,24.313333333333333,20.313333333333333,Layanan Cukup
192600,19,1926,LUWU TIMUR,35257,16133,11506,1816,72515,14.0,0,5179.642857142857,24.171666666666667,10.171666666666667,Layanan Cukup
180200,18,1802,DONGGALA,35315,14965,8814,2698,72304,20.0,0,3615.2,24.101333333333333,4.101333333333333,Layanan Cukup
156100,15,1561,KOTA BANJARBARU,30485,15300,8991,6149,72289,29.0,0,2492.7241379310344,24.096333333333334,-4.903666666666666,Layanan Cukup
241600,24,2416,MANGGARAI BARAT,34128,15133,8947,6463,72264,10.0,0,7226.4,24.088,14.088000000000001,Layanan Cukup
270500,27,2705,HALMAHERA SELATAN,32091,15149,10981,1950,71019,18.0,0,3945.5,23.673,5.672999999999998,Layanan Cukup
256000,25,2560,KOTA JAYAPURA,33523,15940,10881,5131,70901,29.0,0,2444.862068965517,23.633666666666667,-5.366333333333333,Layanan Cukup
61400,61,6140,ACEH TAMIANG,32733,15856,11258,3309,70625,33.0,0,2140.151515151515,23.541666666666668,-9.458333333333332,Layanan Cukup
150300,15,1503,BARITO KUALA,32860,14102,9257,2119,69693,12.0,0,5807.75,23.231,11.231000000000002,Layanan Cukup
72500,72,7250,LABUHANBATU UTARA,38132,11552,8565,5894,69591,29.0,0,2399.689655172414,23.197,-5.803000000000001,Layanan Cukup
330100,33,3301,MAMUJU,34221,14283,8548,3881,69573,33.0,0,2108.2727272727275,23.191,-9.809000000000001,Layanan Cukup
240400,24,2404,TIMOR TENGAH UTARA,32548,15256,9384,4184,69548,10.0,0,6954.8,23.182666666666666,13.182666666666666,Layanan Cukup
240900,24,2409,ENDE,31392,16022,9619,6379,69416,16.0,0,4338.5,23.138666666666666,7.138666666666666,Layanan Cukup
370100,37,3701,MERAUKE,35574,14011,8738,4299,69264,10.0,0,6926.4,23.088,13.088000000000001,Layanan Cukup
36500,36,3650,KOTA TEGAL,27236,15647,8060,9100,69248,31.0,0,2233.8064516129034,23.082666666666668,-7.917333333333332,Layanan Cukup
360400,36,3604,MIMIKA,37237,14185,6139,5616,68961,19.0,0,3629.5263157894738,22.987,3.9869999999999983,Layanan Cukup
121200,12,1212,TULANG BAWANG BARAT,30809,16293,8638,4921,68810,41.0,0,1678.2926829268292,22.936666666666667,-18.063333333333333,Layanan Cukup
192400,19,1924,LUWU UTARA,32857,14207,10118,3360,68193,16.0,0,4262.0625,22.731,6.731000000000002,Layanan Cukup
260100,26,2601,BENGKULU UTARA,32557,14355,8288,4384,67958,27.0,0,2516.962962962963,22.652666666666665,-4.347333333333335,Layanan Cukup
130200,13,1302,MEMPAWAH,32381,15857,9642,2524,67857,32.0,0,2120.53125,22.619,-9.381,Layanan Cukup
120400,12,1204,LAMPUNG BARAT,33356,14354,9026,3798,67664,29.0,0,2333.2413793103447,22.554666666666666,-6.445333333333334,Layanan Cukup
60800,60,6080,ACEH TENGGARA,28803,14395,10145,2610,67338,47.0,0,1432.723404255319,22.446,-24.554,Layanan Cukup
80300,80,8030,LIMA PULUH KOTA,34848,12959,7973,3969,67334,17.0,0,3960.823529411765,22.444666666666667,5.4446666666666665,Layanan Cukup
200200,20,2002,MUNA,27391,13543,10041,4006,65659,28.0,0,2344.964285714286,21.886333333333333,-6.113666666666667,Layanan Cukup
240700,24,2407,FLORES TIMUR,29382,14378,9208,3561,65421,9.0,0,7269.0,21.807,12.806999999999999,Layanan Cukup
150800,15,1508,TABALONG,28931,13349,5909,6207,65241,19.0,0,3433.7368421052633,21.747,2.747,Layanan Cukup
116200,11,1162,KOTA LUBUK LINGGAU,28044,14755,11272,4661,64044,33.0,0,1940.7272727272727,21.348,-11.652000000000001,Layanan Cukup
130800,13,1308,BENGKAYANG,32549,14594,8547,3373,64033,22.0,0,2910.590909090909,21.344333333333335,-0.6556666666666651,Layanan Cukup
126100,12,1261,KOTA METRO,20387,14514,11943,9455,63450,34.0,0,1866.1764705882354,21.15,-12.850000000000001,Layanan Cukup
200100,20,2001,KONAWE,29644,12691,9956,1842,63178,24.0,0,2632.4166666666665,21.059333333333335,-2.940666666666665,Layanan Cukup
192700,19,1927,TORAJA UTARA,28929,14593,7146,7802,62812,19.0,0,3305.8947368421054,20.937333333333335,1.937333333333335,Layanan Cukup
230800,23,2308,LOMBOK UTARA,29948,12812,7620,2893,62730,35.0,0,1792.2857142857142,20.91,-14.09,Layanan Cukup
100100,10,1001,BATANGHARI,31069,10353,6831,2815,62275,13.0,0,4790.384615384615,20.758333333333333,7.758333333333333,Layanan Cukup
56700,56,5670,KOTA PROBOLINGGO,23518,13622,7398,7379,62214,30.0,0,2073.8,20.738,-9.262,Layanan Cukup
191200,19,1912,SINJAI,25940,12488,10078,1577,61882,27.0,0,2291.925925925926,20.627333333333333,-6.372666666666667,Layanan Cukup
200400,20,2004,KOLAKA,28529,13415,8508,3544,61570,18.0,0,3420.5555555555557,20.523333333333333,2.5233333333333334,Layanan Cukup
240600,24,2406,ALOR,29092,13352,8856,2389,61317,9.0,0,6813.0,20.439,11.439,Layanan Cukup
220200,22,2202,JEMBRANA,26903,14385,8706,4747,61211,26.0,0,2354.269230769231,20.403666666666666,-5.596333333333334,Layanan Cukup
136100,13,1361,KOTA SINGKAWANG,28074,14297,8101,5946,60997,30.0,0,2033.2333333333333,20.332333333333334,-9.667666666666666,Layanan Cukup
60700,60,6070,ACEH SELATAN,24309,13491,9319,1519,60388,31.0,0,1948.0,20.129333333333335,-10.870666666666665,Layanan Cukup
130500,13,1305,KAPUAS HULU,30218,13617,8440,1754,60352,14.0,0,4310.857142857143,20.117333333333335,6.117333333333335,Layanan Cukup
72600,72,7260,LABUHANBATU SELATAN,33405,9354,6102,5599,60127,20.0,0,3006.35,20.042333333333332,0.04233333333333178,Layanan Cukup
260200,26,2602,REJANG LEBONG,28410,13546,7507,4440,60105,9.0,0,6678.333333333333,20.035,11.035,Layanan Cukup
210500,21,2105,SERAM BAGIAN BARAT,27028,12645,9437,1353,59971,15.0,0,3998.0666666666666,19.990333333333332,4.990333333333332,Layanan Cukup
310200,31,3102,KARIMUN,28691,13292,8664,3201,59676,29.0,0,2057.793103448276,19.892,-9.108,Layanan Cukup
80800,80,8080,SIJUNJUNG,27034,12233,6313,3793,59418,23.0,0,2583.391304347826,19.806,-3.193999999999999,Layanan Cukup
191800,19,1918,TANA TORAJA,25887,13681,7205,6766,59352,14.0,0,4239.428571428572,19.784,5.783999999999999,Layanan Cukup
81200,81,8120,DHARMASRAYA,27680,12204,6866,3327,58870,16.0,0,3679.375,19.623333333333335,3.623333333333335,Layanan Cukup
100500,10,1005,KERINCI,24929,10997,7019,1951,58596,23.0,0,2547.6521739130435,19.532,-3.468,Layanan Cukup
240500,24,2405,BELU,26168,11843,7628,4183,57636,9.0,0,6404.0,19.212,10.212,Layanan Cukup
71900,71,7190,HUMBANG HASUNDUTAN,24890,13570,8802,4851,57440,24.0,0,2393.3333333333335,19.14666666666667,-4.853333333333332,Layanan Cukup
270400,27,2704,HALMAHERA UTARA,23530,11972,8134,4206,56497,20.0,0,2824.85,18.832333333333334,-1.1676666666666655,Layanan Cukup
181000,18,1810,SIGI,27310,11614,7393,1559,56253,20.0,0,2812.65,18.751,-1.2489999999999988,Layanan Cukup
346000,34,3460,KOTA TARAKAN,26972,12000,7007,4238,55842,24.0,0,2326.75,18.614,-5.385999999999999,Layanan Cukup
60500,60,6050,ACEH TENGAH,27139,11349,6956,2283,55650,23.0,0,2419.5652173913045,18.55,-4.449999999999999,Layanan Cukup
71600,71,7160,TOBA,23813,12767,9096,5136,55597,23.0,0,2417.2608695652175,18.532333333333334,-4.467666666666666,Layanan Cukup
170200,17,1702,MINAHASA,26553,11568,7075,3781,55134,27.0,0,2042.0,18.378,-8.622,Layanan Cukup
36200,36,3620,KOTA SALATIGA,19310,12381,6206,8579,54808,28.0,0,1957.4285714285713,18.269333333333332,-9.730666666666668,Layanan Cukup
56200,56,5620,KOTA MADIUN,19808,10973,8130,8575,54641,27.0,0,2023.7407407407406,18.213666666666665,-8.786333333333335,Layanan Cukup
56600,56,5660,KOTA PASURUAN,21047,11407,6131,6210,54562,23.0,0,2372.2608695652175,18.187333333333335,-4.812666666666665,Layanan Cukup
180700,18,1807,MOROWALI,26005,9128,5087,2250,54009,12.0,0,4500.75,18.003,6.003,Layanan Cukup
150600,15,1506,HULU SUNGAI TENGAH,24701,10741,7316,2110,53931,16.0,0,3370.6875,17.977,1.9770000000000003,Layanan Cukup
100800,10,1008,TANJUNG JABUNG TIMUR,25619,10869,7298,1491,53655,11.0,0,4877.727272727273,17.885,6.885000000000002,Layanan Cukup
111200,11,1112,PENUKAL ABAB LEMATANG ILIR,25197,12007,7722,3570,53325,10.0,0,5332.5,17.775,7.774999999999999,Layanan Cukup
180600,18,1806,TOLI TOLI,26144,10678,7083,2799,53204,21.0,0,2533.5238095238096,17.734666666666666,-3.2653333333333343,Layanan Cukup
56500,56,5650,KOTA BLITAR,15913,11588,6804,11326,53051,31.0,0,1711.3225806451612,17.683666666666667,-13.316333333333333,Layanan Cukup
296000,29,2960,KOTA PANGKAL PINANG,25052,11357,5606,5338,52357,19.0,0,2755.6315789473683,17.452333333333332,-1.547666666666668,Layanan Cukup
116100,11,1161,KOTA PRABUMULIH,23318,11889,7106,5312,52325,12.0,0,4360.416666666667,17.441666666666666,5.441666666666666,Layanan Cukup
242200,24,2422,MALAKA,24942,10970,7381,1317,52302,13.0,0,4023.230769230769,17.434,4.434000000000001,Layanan Cukup
191600,19,1916,ENREKANG,22882,12016,8695,2278,52271,13.0,0,4020.846153846154,17.423666666666666,4.423666666666666,Layanan Cukup
121100,12,1211,MESUJI,26241,10629,3853,3709,52204,34.0,0,1535.4117647058824,17.401333333333334,-16.598666666666666,Layanan Cukup
330500,33,3305,MAJENE,22115,9994,5621,4223,51643,26.0,0,1986.2692307692307,17.214333333333332,-8.785666666666668,Layanan Cukup
320500,32,3205,MANOKWARI,25712,11145,7059,3140,51448,24.0,0,2143.6666666666665,17.149333333333335,-6.850666666666665,Layanan Cukup
390600,39,3906,KOTA SORONG,24999,10939,7130,4618,51317,17.0,0,3018.6470588235293,17.105666666666668,0.10566666666666791,Layanan Cukup
